10,1
10.71773463,1
11.48698355,1
12.31144413,1
13.19507911,1
14.14213562,1
15.15716567,1
16.24504793,1
17.41101127,1
18.66065983,1
20,1
21.43546925,1
22.9739671,1
24.62288827,1
26.39015822,1
28.28427125,1
30.31433133,1
32.49009585,1
34.82202253,1
37.32131966,1
40,1
42.8709385,1
45.9479342,1
49.24577653,1
52.78031643,1
56.56854249,1
60.62866266,1
64.98019171,1
69.64404506,1
74.64263932,1
80,1
85.741877,1
91.8958684,1
98.49155307,1
105.5606329,1
113.137085,1
121.2573253,1
129.9603834,1
139.2880901,1
149.2852786,1
160,1
171.483754,1
183.7917368,1
196.9831061,1
211.1212657,1
226.27417,1
242.5146506,1
259.9207668,1
278.5761803,1
298.5705573,1
320,1
342.967508,1
367.5834736,1
393.9662123,1
422.2425314,1
452.54834,1
485.0293013,1
519.8415337,1
557.1523605,1
597.1411146,1
640,1
685.935016,1
735.1669472,1
787.9324245,1
844.4850629,1
905.0966799,1
970.0586026,1
1039.683067,1
1114.304721,1
1194.282229,1
1280,1
1371.870032,1
1470.333894,1
1575.864849,1
1688.970126,1
1810.19336,1
1940.117205,1
2079.366135,1
2228.609442,1
2388.564458,1
2560,1
2743.740064,1
2940.667789,1
3151.729698,1
3377.940252,1
3620.38672,1
3880.23441,1
4158.732269,1
4457.218884,1
4777.128917,1
5120,1
5487.480128,1
5881.335578,1
6303.459396,1
6755.880503,1
7240.773439,1
7760.468821,1
8317.464539,1
8914.437768,1
9554.257833,1
10240,1
10974.96026,1
11762.67116,1
12606.91879,1
13511.76101,1
14481.54688,1
15520.93764,1
16634.92908,1
